index,avg_max_temp,precipitation,relative_humidity,avg_min_temp,avg_rx1day,avg_days_r20mm
1989-12,29.3,80.38,70.23,20.44,14.64,0.34
1990-01,30.64,38.42,60.97,20.13,11.44,0.11
1990-02,31.61,90.31,62.79,21.38,22.03,0.73
1990-03,30.09,137.63,72.06,21.22,21.14,0.66
1990-04,29.28,152.91,74.97,21.18,26.08,1.14
1990-05,29.88,67.95,66.33,20.93,10.97,0.39
1990-06,28.94,22.57,60.25,19.37,4.75,0.11
1990-07,28.15,36.47,60.07,18.92,5.9,0.2
1990-08,28.44,44.87,59.1,19.27,5.53,0.35
1990-09,30.14,29.14,55.55,19.48,6.92,0.14
1990-10,30.45,68.73,60.58,20.27,17.77,0.5
1990-11,29.95,74.68,66.64,20.43,13.72,0.2
1990-12,29.31,78.62,67.87,19.83,13.25,0.24
1991-01,31.06,43.8,61.0,20.32,9.64,0.18
1991-02,33.01,9.46,51.2,21.07,1.87,0.01
1991-03,32.39,71.41,56.6,21.44,22.85,0.72
1991-04,30.89,89.65,66.37,21.48,15.53,0.46
1991-05,29.59,93.1,69.04,21.22,16.48,0.55
1991-06,28.86,55.33,64.0,20.03,9.2,0.38
1991-07,27.35,53.63,65.02,19.25,8.58,0.33
1991-08,28.05,60.62,62.98,18.87,8.83,0.38
1991-09,29.83,23.73,57.06,19.08,4.3,0.14
1991-10,30.62,56.85,59.73,20.17,11.23,0.32
1991-11,29.89,64.71,64.84,20.47,11.39,0.17
1991-12,30.13,59.53,62.34,20.14,12.98,0.24
1992-01,31.32,14.38,56.11,20.53,3.2,0.01
1992-02,32.77,13.76,51.38,21.18,2.81,0.03
1992-03,32.81,26.92,52.82,21.9,9.27,0.12
1992-04,31.02,129.8,66.0,21.86,26.25,1.07
1992-05,30.0,65.84,64.9,21.07,19.23,0.39
1992-06,29.14,48.19,60.93,20.27,7.6,0.32
1992-07,27.78,46.85,61.41,19.15,6.82,0.29
1992-08,27.95,39.12,58.7,18.91,4.89,0.26
1992-09,29.52,35.64,56.88,19.39,5.99,0.23
1992-10,30.09,62.1,59.48,20.29,11.46,0.44
1992-11,28.72,80.88,68.12,19.73,13.52,0.19
1992-12,28.62,104.1,72.15,19.92,18.75,0.48
1993-01,28.79,98.85,67.62,20.16,23.57,0.84
1993-02,30.33,49.05,61.43,20.38,15.35,0.25
1993-03,32.04,23.34,54.57,21.01,4.96,0.02
1993-04,31.15,60.82,62.56,21.82,12.24,0.22
1993-05,29.8,99.61,68.32,21.13,18.3,0.64
1993-06,28.56,48.05,63.45,20.16,8.63,0.27
1993-07,27.92,30.71,59.47,19.01,3.71,0.22
1993-08,28.64,27.12,57.49,18.96,4.24,0.14
1993-09,29.85,21.29,53.62,19.18,3.47,0.12
1993-10,30.57,37.62,56.97,20.51,12.62,0.19
1993-11,30.24,73.62,65.61,20.69,13.78,0.23
1993-12,30.31,43.4,63.32,20.59,6.91,0.06
1994-01,32.26,10.11,50.84,20.72,2.12,0.02
1994-02,33.17,25.24,47.89,21.19,8.0,0.18
1994-03,32.59,49.26,55.42,21.98,10.49,0.26
1994-04,31.04,104.77,64.03,21.87,19.08,0.67
1994-05,29.58,97.44,67.54,21.1,17.3,0.66
1994-06,29.11,46.43,60.44,20.28,7.84,0.29
1994-07,28.13,52.25,61.48,19.43,7.69,0.3
1994-08,28.5,48.6,60.21,19.56,6.54,0.34
1994-09,30.24,26.76,55.88,19.87,5.13,0.11
1994-10,30.56,67.82,61.29,20.92,11.49,0.23
1994-11,28.33,180.56,74.59,20.42,30.87,1.61
1994-12,29.38,75.58,65.39,20.06,16.24,0.37
1995-01,31.69,17.99,52.42,20.33,6.37,0.08
1995-02,32.25,50.46,56.09,21.18,14.13,0.32
1995-03,31.49,77.26,62.03,21.67,17.84,0.48
1995-04,30.6,116.26,67.89,21.87,23.32,0.85
1995-05,29.9,72.65,66.11,21.31,15.99,0.5
1995-06,29.67,27.62,58.94,20.46,5.45,0.15
1995-07,28.43,43.76,61.62,19.82,6.96,0.23
1995-08,28.89,34.45,59.12,19.62,6.47,0.17
1995-09,29.92,34.36,57.2,20.14,8.36,0.21
1995-10,30.35,71.05,61.29,20.96,17.92,0.4
1995-11,29.88,63.76,64.79,20.99,11.37,0.29
1995-12,30.12,58.45,64.33,20.39,12.99,0.15
1996-01,31.51,27.8,56.28,21.01,7.27,0.06
1996-02,32.5,26.67,53.9,21.96,9.63,0.18
1996-03,31.82,80.88,61.45,22.1,18.56,0.48
1996-04,30.97,56.94,63.58,21.91,10.31,0.18
1996-05,30.08,65.35,64.0,21.5,12.65,0.31
1996-06,28.19,66.81,64.45,20.4,9.94,0.56
1996-07,27.71,43.78,62.47,19.37,6.44,0.28
1996-08,28.62,50.82,59.27,19.11,6.72,0.34
1996-09,29.87,43.44,57.26,19.84,7.0,0.32
1996-10,30.79,20.69,55.01,20.62,4.66,0.06
1996-11,29.61,97.3,65.82,20.86,20.69,0.57
1996-12,31.03,20.84,55.81,20.29,5.09,0.05
1997-01,32.09,13.86,50.79,21.12,3.88,0.06
1997-02,33.42,2.46,42.98,21.28,0.73,
1997-03,32.96,44.16,51.43,22.44,17.85,0.34
1997-04,29.08,215.94,74.93,21.19,33.67,1.96
1997-05,29.11,53.63,67.17,20.62,15.41,0.28
1997-06,29.16,42.36,62.37,20.5,8.25,0.2
1997-07,28.33,49.84,61.37,19.82,9.26,0.36
1997-08,29.51,38.55,56.85,19.84,7.86,0.26
1997-09,31.12,9.25,52.16,20.51,2.34,
1997-10,29.17,156.5,68.58,20.76,30.92,1.4
1997-11,27.48,247.31,80.55,20.66,35.62,2.37
1997-12,28.16,137.0,76.55,20.6,20.05,0.98
1998-01,28.35,175.06,76.49,20.84,30.32,1.68
1998-02,31.02,95.72,68.0,21.45,22.52,0.92
1998-03,32.07,44.81,62.93,22.2,12.54,0.17
1998-04,31.01,106.79,70.23,22.45,21.86,0.67
1998-05,29.54,136.34,70.75,21.32,27.18,1.35
1998-06,28.95,54.6,65.21,20.18,13.67,0.38
1998-07,27.6,48.06,64.95,19.52,6.61,0.31
1998-08,28.33,49.83,62.37,19.67,6.81,0.39
1998-09,29.86,25.06,58.58,20.1,4.85,0.11
1998-10,30.64,42.32,57.84,20.62,9.86,0.3
1998-11,29.98,49.85,64.15,20.45,10.2,0.15
1998-12,31.11,20.09,57.05,20.32,4.6,
1999-01,31.83,20.56,52.62,20.94,5.57,0.11
1999-02,32.95,4.68,46.85,21.04,1.88,
1999-03,31.6,98.81,61.07,21.99,21.4,0.66
1999-04,30.59,82.06,65.26,21.44,15.67,0.46
1999-05,30.06,38.54,62.05,20.89,8.71,0.16
1999-06,29.29,20.82,58.61,19.98,4.04,0.08
1999-07,28.09,35.87,59.96,19.36,6.07,0.21
1999-08,28.97,37.05,58.75,19.59,5.54,0.18
1999-09,30.29,20.23,54.89,19.97,4.1,0.07
1999-10,30.41,41.62,57.21,20.49,9.01,0.28
1999-11,29.55,98.69,67.35,20.59,17.58,0.49
1999-12,29.09,56.01,68.4,19.75,10.78,0.11
2000-01,31.61,9.96,52.58,19.65,3.19,0.01
2000-02,33.3,5.0,44.89,20.04,1.74,0.01
2000-03,33.19,29.42,51.48,21.78,6.51,0.05
2000-04,31.74,56.86,59.61,21.83,12.4,0.14
2000-05,30.72,46.39,59.32,21.02,9.42,0.25
2000-06,29.15,32.31,58.78,19.91,7.67,0.18
2000-07,28.27,33.12,59.25,19.49,5.57,0.2
2000-08,28.68,47.69,58.96,19.45,7.36,0.33
2000-09,29.94,29.72,55.13,19.67,6.83,0.18
2000-10,30.57,41.64,57.25,20.58,9.65,0.24
2000-11,30.02,86.71,66.35,20.99,16.67,0.39
2000-12,30.6,58.71,62.28,20.71,12.66,0.22
2001-01,30.7,76.39,59.27,20.75,16.22,0.57
2001-02,32.11,21.5,54.3,21.4,5.54,0.06
2001-03,32.32,70.9,55.75,21.79,19.1,0.46
2001-04,30.34,109.27,69.09,21.55,18.88,0.78
2001-05,30.47,40.84,61.73,21.49,8.18,0.21
2001-06,28.88,37.46,61.38,19.93,7.08,0.18
2001-07,27.95,38.18,61.16,19.17,5.57,0.2
2001-08,29.07,44.19,58.65,19.4,7.02,0.32
2001-09,30.37,31.96,55.75,20.04,6.33,0.22
2001-10,31.08,60.8,56.88,20.94,15.48,0.56
2001-11,29.02,118.9,71.14,20.6,23.4,0.78
2001-12,30.51,36.71,62.87,20.48,8.26,0.03
2002-01,31.38,50.38,57.08,20.95,14.92,0.38
2002-02,32.84,12.93,49.15,21.21,4.22,0.03
2002-03,32.04,74.11,61.25,21.96,18.41,0.46
2002-04,30.41,132.2,68.93,21.64,25.32,0.95
2002-05,29.58,71.35,66.97,20.84,16.92,0.61
2002-06,29.01,31.07,60.89,19.92,7.09,0.25
2002-07,29.24,15.03,57.25,19.53,3.39,0.06
2002-08,29.0,34.24,58.38,19.76,5.62,0.22
2002-09,30.43,17.41,55.58,19.96,4.04,0.01
2002-10,30.56,49.67,60.53,21.08,10.67,0.14
2002-11,29.95,99.27,68.56,20.87,19.36,0.54
2002-12,29.62,123.6,71.01,21.03,22.58,0.78
2003-01,31.74,18.02,54.84,20.68,5.87,0.09
2003-02,33.55,10.51,49.07,21.45,3.37,0.06
2003-03,33.28,43.13,53.66,22.22,13.01,0.2
2003-04,31.38,110.29,63.25,22.07,25.28,1.14
2003-05,29.45,96.25,70.59,21.44,17.71,0.64
2003-06,28.99,40.29,63.5,20.42,5.87,0.22
2003-07,28.52,40.12,60.33,19.69,5.74,0.28
2003-08,28.34,62.53,62.03,19.46,10.78,0.54
2003-09,30.25,19.73,56.59,20.11,3.81,0.08
2003-10,31.15,36.47,57.72,21.18,8.51,0.09
2003-11,29.86,93.18,68.9,20.99,14.17,0.25
2003-12,30.64,50.56,59.82,20.15,17.14,0.34
2004-01,31.43,46.32,60.28,21.47,14.33,0.23
2004-02,32.28,32.11,54.26,21.98,7.26,0.16
2004-03,33.18,38.24,52.17,22.43,13.32,0.28
2004-04,30.38,128.6,69.6,21.85,22.43,0.91
2004-05,30.64,43.81,60.6,21.27,12.02,0.34
2004-06,29.15,30.79,58.52,20.01,5.96,0.14
2004-07,29.07,26.44,55.86,19.26,5.46,0.16
2004-08,29.25,36.74,55.89,19.61,5.57,0.28
2004-09,30.78,30.59,53.71,20.48,8.49,0.22
2004-10,30.53,72.15,60.82,21.05,17.43,0.41
2004-11,29.21,117.42,70.96,20.72,23.64,0.73
2004-12,30.27,64.35,64.83,20.81,14.65,0.33
2005-01,31.84,18.11,52.65,20.91,5.74,0.08
2005-02,33.13,8.84,48.23,21.5,4.21,0.07
2005-03,33.15,52.38,54.73,22.74,14.11,0.38
2005-04,31.87,80.14,62.23,22.33,20.86,0.59
2005-05,30.37,107.06,66.68,21.82,16.5,0.76
2005-06,29.51,27.37,60.27,20.79,5.39,0.13
2005-07,28.34,38.46,59.97,19.74,8.55,0.27
2005-08,29.03,44.57,57.85,19.89,6.42,0.31
2005-09,30.49,41.26,54.99,20.49,8.4,0.37
2005-10,31.28,30.62,54.23,21.24,7.97,0.16
2005-11,30.49,68.67,63.19,21.05,15.02,0.32
2005-12,32.19,15.37,50.68,20.9,3.72,0.01
2006-01,32.31,20.83,51.75,21.16,7.02,0.04
2006-02,33.38,24.88,49.86,22.15,8.9,0.17
2006-03,32.71,67.63,56.08,22.56,14.54,0.47
2006-04,30.16,139.16,70.22,21.66,23.83,0.83
2006-05,30.59,69.32,64.38,21.71,16.88,0.48
2006-06,30.0,33.51,58.23,20.69,7.26,0.18
2006-07,28.97,34.38,58.61,20.17,6.11,0.21
2006-08,29.6,57.8,58.49,20.1,10.97,0.45
2006-09,30.56,30.92,54.82,20.44,6.04,0.16
2006-10,30.63,84.31,61.42,21.05,23.05,0.68
2006-11,28.66,180.59,75.78,20.77,25.94,1.22
2006-12,29.09,135.1,73.53,20.71,20.58,0.86
2007-01,30.99,44.82,61.15,20.82,11.48,0.2
2007-02,32.97,33.71,54.6,21.53,8.48,0.19
2007-03,32.82,31.73,55.75,22.04,8.91,0.08
2007-04,31.46,87.93,63.93,22.08,19.5,0.57
2007-05,30.83,74.18,63.44,21.69,22.71,0.64
2007-06,29.22,67.54,63.33,20.56,12.9,0.47
2007-07,28.92,57.35,60.86,19.94,11.78,0.55
2007-08,29.28,53.07,61.07,20.15,10.5,0.38
2007-09,30.28,64.75,59.4,20.41,14.34,0.51
2007-10,30.73,45.22,60.16,20.81,10.0,0.17
2007-11,29.91,75.51,67.16,20.62,16.3,0.32
2007-12,30.79,37.57,59.31,20.21,8.61,0.14
2008-01,31.53,40.49,57.57,20.66,13.83,0.2
2008-02,32.51,15.5,49.59,20.99,4.31,0.06
2008-03,32.25,80.51,58.09,21.79,16.89,0.63
2008-04,30.61,76.88,65.33,21.26,14.72,0.37
2008-05,30.49,34.07,60.58,21.19,6.51,0.13
2008-06,29.18,28.87,58.22,19.85,5.82,0.19
2008-07,28.48,40.76,59.42,19.7,5.83,0.22
2008-08,29.51,30.82,56.95,20.0,5.71,0.16
2008-09,31.36,36.47,54.19,20.57,8.57,0.26
2008-10,30.99,74.89,61.3,21.36,17.03,0.57
2008-11,29.99,114.59,67.18,20.56,27.51,0.92
2008-12,31.78,13.81,54.21,20.69,2.5,
2009-01,32.18,24.13,52.75,20.73,7.15,0.1
2009-02,32.93,13.68,50.18,21.43,4.32,0.01
2009-03,33.58,16.17,50.22,22.4,4.78,0.06
2009-04,31.96,64.46,61.3,22.33,14.1,0.31
2009-05,30.69,57.2,62.12,21.78,16.25,0.38
2009-06,30.52,18.84,57.23,20.72,4.83,0.04
2009-07,29.47,18.85,54.57,19.95,3.62,0.1
2009-08,29.65,20.09,54.62,20.27,3.24,0.08
2009-09,31.3,19.62,51.97,20.97,4.81,0.11
2009-10,30.38,96.36,62.86,21.34,20.4,0.65
2009-11,30.78,49.47,62.29,21.27,10.85,0.19
2009-12,30.5,92.75,66.23,21.46,16.89,0.5
2010-01,31.65,42.47,55.77,21.17,14.01,0.32
2010-02,32.76,55.72,55.45,22.66,20.15,0.65
2010-03,31.17,137.03,68.01,21.88,25.82,1.06
2010-04,30.75,105.15,70.68,22.01,19.57,0.56
2010-05,30.38,84.34,66.57,21.7,17.59,0.72
2010-06,29.85,40.07,61.05,21.12,8.56,0.26
2010-07,28.76,48.68,58.88,19.91,9.58,0.42
2010-08,29.01,48.3,57.67,19.79,8.72,0.4
2010-09,30.33,40.86,56.17,20.42,6.59,0.31
2010-10,31.45,37.09,55.91,21.39,7.7,0.18
2010-11,30.76,52.92,62.23,21.36,8.26,0.08
2010-12,31.61,31.86,55.03,20.93,7.45,0.17
2011-01,32.38,11.1,49.33,20.72,2.76,0.01
2011-02,33.32,20.73,47.06,20.61,9.37,0.19
2011-03,33.15,44.72,51.95,21.95,10.98,0.33
2011-04,32.62,52.47,58.53,22.23,10.75,0.19
2011-05,31.37,49.17,60.67,21.88,9.44,0.27
2011-06,30.13,46.82,59.64,21.15,9.35,0.31
2011-07,29.54,43.87,58.27,20.11,7.81,0.29
2011-08,29.05,55.95,58.23,20.15,8.6,0.42
2011-09,30.23,45.08,57.34,20.62,8.63,0.3
2011-10,29.74,124.48,67.07,20.82,30.87,1.28
2011-11,28.57,186.3,76.44,20.61,29.48,1.54
2011-12,30.0,56.14,65.21,20.16,14.16,0.24
2012-01,32.58,3.24,47.9,19.56,0.98,
2012-02,33.07,13.23,47.15,20.86,4.8,0.04
2012-03,33.33,19.54,48.9,21.27,7.26,0.11
2012-04,31.23,112.29,63.77,22.03,22.15,1.09
2012-05,30.44,94.16,64.69,21.39,16.54,0.68
2012-06,29.54,43.31,59.66,20.51,7.09,0.22
2012-07,28.25,53.19,61.41,19.87,7.23,0.34
2012-08,29.22,60.6,60.01,19.72,11.18,0.41
2012-09,30.38,36.81,56.46,20.2,7.53,0.21
2012-10,30.67,92.12,62.01,21.03,19.75,0.68
2012-11,30.35,95.12,67.64,20.96,18.01,0.48
2012-12,30.4,94.52,66.82,20.98,16.44,0.46
2013-01,31.91,37.52,56.96,20.9,11.79,0.2
2013-02,33.07,10.28,50.21,21.2,4.09,0.04
2013-03,32.41,99.77,60.65,22.24,21.16,0.8
2013-04,30.1,161.78,73.06,21.7,24.66,1.34
2013-05,29.96,67.56,64.35,20.83,16.11,0.59
2013-06,28.76,40.53,60.82,20.12,6.74,0.27
2013-07,28.33,49.26,61.01,19.49,7.99,0.34
2013-08,28.61,51.48,60.26,19.57,7.98,0.34
2013-09,30.68,44.55,56.22,20.32,9.22,0.33
2013-10,31.44,32.53,54.94,21.17,6.93,0.12
2013-11,29.92,128.8,69.27,20.93,27.48,0.75
2013-12,30.52,67.73,61.57,20.68,13.23,0.39
2014-01,32.39,9.78,51.12,20.57,2.62,0.03
2014-02,32.46,43.81,54.43,21.41,10.44,0.33
2014-03,32.16,92.0,60.44,21.75,24.48,0.74
2014-04,31.29,54.06,63.87,21.55,12.04,0.2
2014-05,30.5,75.89,63.88,21.55,20.48,0.58
2014-06,29.69,37.48,60.4,20.73,7.22,0.24
2014-07,29.24,40.41,58.74,20.25,9.38,0.3
2014-08,29.45,51.1,59.58,20.16,8.84,0.3
2014-09,30.21,33.41,57.15,20.23,9.29,0.23
2014-10,31.09,69.74,60.37,21.48,16.88,0.5
2014-11,30.1,96.79,68.43,21.2,18.87,0.41
2014-12,30.98,45.28,59.13,20.69,13.12,0.27
2015-01,32.71,8.12,45.19,20.1,3.31,0.04
2015-02,33.41,16.2,49.28,21.33,7.1,0.12
2015-03,33.12,50.59,51.54,21.64,14.26,0.34
2015-04,30.73,153.68,70.27,21.79,27.67,1.2
2015-05,30.6,74.15,65.51,21.82,15.55,0.5
2015-06,30.12,57.94,60.3,20.96,9.77,0.44
2015-07,29.47,32.1,59.01,20.31,6.57,0.18
2015-08,29.9,18.97,56.34,20.4,4.63,0.07
2015-09,31.4,12.17,51.54,20.85,2.75,0.04
2015-10,31.73,73.3,59.83,22.26,16.54,0.46
2015-11,29.82,171.03,73.78,21.44,26.63,1.16
2015-12,30.68,92.5,68.22,21.32,18.47,0.49
2016-01,32.18,46.81,57.38,22.29,10.66,0.36
2016-02,33.31,21.02,50.99,22.06,8.47,0.12
2016-03,34.39,25.46,54.12,23.53,9.28,0.13
2016-04,31.84,140.4,66.38,23.01,30.13,1.26
2016-05,29.93,76.87,64.16,21.5,18.15,0.71
2016-06,29.44,37.02,59.7,20.59,8.56,0.23
2016-07,28.76,48.06,59.14,19.98,8.46,0.38
2016-08,29.47,32.65,56.28,19.92,6.26,0.21
2016-09,29.87,30.77,55.28,19.88,6.56,0.26
2016-10,31.75,20.66,52.97,21.21,6.01,0.13
2016-11,30.48,85.57,64.83,21.43,17.7,0.39
2016-12,31.06,34.02,59.66,20.77,7.43,0.03
2017-01,32.65,9.42,46.5,20.29,3.44,0.03
2017-02,32.66,17.9,52.96,21.75,4.73,0.04
2017-03,33.94,23.86,49.9,22.76,5.98,0.07
2017-04,32.4,68.79,59.04,22.73,18.28,0.47
2017-05,30.49,96.74,66.0,21.78,24.03,0.74
2017-06,30.55,15.94,57.22,21.45,3.21,0.05
2017-07,29.36,54.32,59.02,20.76,8.25,0.4
2017-08,29.89,49.32,58.29,20.78,10.21,0.41
2017-09,30.49,50.03,56.81,20.88,10.26,0.41
2017-10,31.45,90.05,59.83,21.61,21.07,0.86
2017-11,29.7,105.83,68.54,21.13,22.7,0.62
2017-12,31.78,15.33,50.39,20.86,4.61,0.04
2018-01,32.12,21.53,48.43,20.74,5.98,0.14
2018-02,32.97,11.02,49.97,21.48,4.02,0.01
2018-03,30.24,143.31,69.52,21.35,27.46,1.35
2018-04,28.67,228.97,77.96,21.15,31.81,2.11
2018-05,29.0,115.81,72.12,20.87,24.13,1.03
2018-06,28.5,57.06,65.49,20.24,12.0,0.46
2018-07,28.51,31.5,60.22,19.84,4.75,0.2
2018-08,29.24,41.33,58.25,19.67,7.62,0.31
2018-09,31.0,20.9,55.18,20.33,5.22,0.08
2018-10,31.22,60.7,57.81,21.12,18.32,0.49
2018-11,31.28,57.09,62.35,21.23,12.57,0.19
2018-12,30.75,90.38,65.34,20.98,19.79,0.59
2019-01,32.75,17.45,50.12,21.17,5.49,0.06
2019-02,33.58,12.07,48.82,21.83,4.49,0.05
2019-03,34.23,18.54,49.41,22.27,8.27,0.07
2019-04,33.54,69.29,56.72,23.09,18.21,0.38
2019-05,31.02,81.57,64.6,21.99,15.93,0.45
2019-06,29.63,72.0,61.79,21.36,13.65,0.65
2019-07,29.55,45.35,59.49,20.38,8.05,0.28
2019-08,29.99,45.71,57.89,20.3,8.51,0.31
2019-09,30.97,53.53,57.74,20.73,12.4,0.44
2019-10,29.56,174.51,71.98,20.92,25.52,1.28
2019-11,29.41,160.43,72.82,20.93,33.8,1.7
2019-12,29.67,114.96,71.87,20.88,22.63,0.9
2020-01,31.1,92.61,64.15,21.46,23.77,0.79
2020-02,32.35,46.81,60.15,21.94,13.54,0.3
2020-03,32.25,105.43,65.07,22.55,21.93,0.83
2020-04,30.67,169.13,71.34,21.76,32.4,1.74
2020-05,30.42,81.39,66.69,21.27,20.75,0.8
2020-06,29.74,64.69,63.68,20.49,10.9,0.47
2020-07,28.75,74.15,62.26,19.92,11.72,0.7
2020-08,29.3,64.64,62.15,19.93,10.72,0.56
2020-09,30.16,55.16,60.13,20.36,11.22,0.47
2020-10,31.39,67.55,60.56,21.38,18.17,0.48
2020-11,30.24,92.19,68.2,21.08,20.12,0.58
2020-12,31.58,34.14,58.19,20.78,12.82,0.19
2021-01,31.5,22.22,53.84,20.57,6.2,0.13
2021-02,32.43,35.36,53.0,21.49,9.39,0.28
2021-03,33.15,20.13,51.53,21.85,5.69,0.06
2021-04,31.86,71.32,63.97,22.17,14.25,0.32
2021-05,30.42,74.16,63.23,21.37,19.99,0.85
2021-06,29.79,13.39,57.61,20.14,3.21,0.03
2021-07,28.62,40.11,58.86,20.28,6.62,0.28
2021-08,30.19,28.33,55.24,19.97,5.44,0.17
2021-09,30.75,45.46,56.73,20.82,11.35,0.43
2021-10,31.91,33.74,55.08,21.6,6.36,0.23
2021-11,32.13,45.83,57.05,21.96,15.52,0.33
2021-12,30.59,52.7,63.32,21.24,8.98,0.12
2022-01,32.05,29.99,53.9,20.75,15.54,0.43
2022-02,32.94,18.79,51.81,21.64,5.45,0.11
2022-03,33.78,17.0,50.92,22.25,5.56,0.1
2022-04,32.23,80.96,61.14,22.47,20.94,0.67
2022-05,31.11,35.34,61.98,21.6,7.94,0.16
2022-06,29.77,21.48,58.72,20.29,5.23,0.13
2022-07,28.44,30.42,58.04,19.74,5.62,0.25
2022-08,28.6,47.75,58.29,19.55,8.06,0.44
2022-09,30.19,32.77,54.89,20.18,8.1,0.26
2022-10,31.47,18.66,52.97,20.92,4.07,0.03
2022-11,30.39,55.55,62.3,21.42,9.99,0.24
2022-12,31.1,34.6,58.95,20.89,6.82,0.13
2023-01,32.4,8.88,49.28,20.31,3.27,0.01
2023-02,33.66,4.03,45.13,21.03,1.25,0.01
2023-03,32.09,89.5,59.43,21.66,22.37,0.77
2023-04,30.37,145.66,69.56,21.54,32.39,1.57
2023-05,30.4,31.27,64.44,21.39,7.41,0.09
2023-06,30.15,23.31,59.56,20.99,3.94,0.07
2023-07,29.17,20.22,58.49,20.17,3.87,0.08
2023-08,30.18,22.06,55.16,20.34,5.33,0.14
2023-09,31.42,41.69,55.86,21.23,9.45,0.38
2023-10,31.42,64.25,60.48,21.76,15.03,0.39
2023-11,28.7,213.2,75.77,21.1,39.28,2.44
2023-12,30.85,43.76,63.93,21.3,9.05,0.22
